Image,RBC,WBC,Platelet,Parasite,Parasitemia (%),Status,Generated
malaria_4c13e22e-dfd1-4fa1-b373-be9d0c272c0f.png,176,0,0,2,1.14,Parasites Detected,2026-06-14 17:09:13
